"","year","country","co","type","segment","domestic","firm","brand","loc","qu","pr","princ","price","horsepower","fuel","width","height","weight","pop","ngdp","ngdpe","country1","country2","country3","country4","country5","yearsquared","luxury","logprice","logqu","carspc"
"35",1970,4,430,"fiat 124 spec/sport",3,1,4,7,5,54644,1250000,0.998466730117798,19.0805740356445,51.5,8.80000019073486,161,142,925,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.94867075129318,10.9085946980074,0.00101833768169959
"36",1970,4,431,"fiat 125-125S",2,1,4,7,5,29270,1425000,1.13825213909149,21.7518558502197,66,9.89999961853027,161,144,1030,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.07969908034148,10.2843183796859,0.00054547148714126
"37",1970,4,432,"fiat 130",5,1,4,7,5,2050,3300000,2.63595223426819,50.3727149963379,118,15,180,144,1510,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,1,3.91944965936387,7.62559507213245,3.82035035408125e-05
"38",1970,4,434,"fiat 500/600",1,1,4,7,5,351477,520000,0.415362179279327,7.93751907348633,13,5.30000019073486,132,132.5,520,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.07160076717483,12.7698995542371,0.00655007454342154
"39",1970,4,435,"fiat 850",1,1,4,7,5,117162,795000,0.635024845600128,12.1352443695068,25,6.30000019073486,142.5,138.5,670,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.49611397655363,11.6713128714686,0.00218341408870667
"40",1970,4,437,"ford 12-15M",3,0,5,8,4,1859,1048000,0.83711451292038,15.9971532821655,48,8,160,140,870,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.77241078654551,7.52779398772144,3.46440551621319e-05
"41",1970,4,439,"ford 20-26M",4,0,5,8,4,1004,1668000,1.3323540687561,25.4611186981201,66,8.60000038146973,175.5,148,1070,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.23715253160308,6.91174730025167,1.87103988073053e-05
"42",1970,4,452,"lancia 2000",4,1,4,14,5,4137,2370000,1.89309298992157,36.1767692565918,96.5,10.8000001907349,164,150,1240,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.58841717958949,8.32772616646141,7.70965337308982e-05
"43",1970,4,453,"lancia a111",2,1,4,42,5,10718,1385000,1.10630118846893,21.1412754058838,55,8.5,161,134.5,930,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.05122731002638,9.2796798500548,0.000199739098024599
"44",1970,4,455,"lancia fulvia",2,1,4,14,5,27542,1695000,1.35392093658447,25.8732585906982,70,8.80000019073486,155.5,140,1050,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.25320994847815,10.2234673912871,0.000513268729034663
